V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26
148030	0	6	6	6	1	11	11	11	1	14	15	15	0.933333333333333	12	12	12	1	13	13	13	1	10	10	10	1
148102	0	10	10	10	1	12	12	12	1	10	10	10	1	13	14	14	0.928571428571429	9	11	11	0.818181818181818	8	10	10	0.8
148116	1	9	10	10	0.9	6	6	6	1	6	8	8	0.75	10	10	10	1	6	7	7	0.857142857142857	11	12	12	0.916666666666667
148117	0	6	8	8	0.75	6	6	6	1	10	10	10	1	10	10	10	1	15	16	16	0.9375	10	11	11	0.909090909090909
148120	0	11	11	11	1	11	12	12	0.916666666666667	12	12	12	1	8	8	8	1	14	14	14	1	8	8	8	1
148143	1	7	7	7	1	5	9	9	0.555555555555556	6	8	8	0.75	9	11	11	0.818181818181818	8	8	8	1	8	8	8	1
148193	1	5	5	5	1	14	16	16	0.875	5	7	7	0.714285714285714	7	7	7	1	11	12	12	0.916666666666667	6	6	6	1
148622	0	13	15	15	0.866666666666667	6	7	7	0.857142857142857	13	13	13	1	6	7	7	0.857142857142857	9	10	10	0.9	5	5	5	1
148751	1	10	10	10	1	9	9	9	1	9	9	9	1	17	17	17	1	8	10	10	0.8	11	12	12	0.916666666666667
148757	1	5	7	7	0.714285714285714	11	11	11	1	9	9	9	1	15	15	15	1	15	15	15	1	8	9	9	0.888888888888889
148888	1	9	9	9	1	9	10	10	0.9	12	12	12	1	9	11	11	0.818181818181818	4	7	7	0.571428571428571	6	8	8	0.75
148977	0	5	6	6	0.833333333333333	8	9	9	0.888888888888889	6	7	7	0.857142857142857	7	9	9	0.777777777777778	12	12	12	1	6	7	7	0.857142857142857
148999	0	9	12	12	0.75	8	10	10	0.8	8	8	8	1	8	8	8	1	7	9	9	0.777777777777778	7	9	9	0.777777777777778
149011	1	4	4	4	1	9	10	10	0.9	6	6	6	1	10	10	10	1	9	9	9	1	7	7	7	1
149016	1	6	8	8	0.75	10	12	12	0.833333333333333	18	18	18	1	11	11	11	1	10	12	12	0.833333333333333	10	10	10	1
149740	1	10	10	10	1	5	5	5	1	8	8	8	1	4	4	4	1	10	10	10	1	10	11	11	0.909090909090909
150481	0	13	14	14	0.928571428571429	23	24	24	0.958333333333333	12	14	14	0.857142857142857	4	7	7	0.571428571428571	7	7	7	1	8	8	8	1
150490	0	8	9	9	0.888888888888889	12	12	12	1	11	12	12	0.916666666666667	13	13	13	1	7	7	7	1	11	11	11	1
150503	0	8	9	9	0.888888888888889	13	13	13	1	5	5	5	1	10	10	10	1	10	10	10	1	7	8	8	0.875
150509	0	11	12	12	0.916666666666667	6	6	6	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667	5	5	5	1	5	5	5	1
150513	0	9	9	9	1	12	12	12	1	14	14	14	1	7	7	7	1	13	13	13	1	6	6	6	1
150602	0	7	7	7	1	13	14	14	0.928571428571429	7	7	7	1	8	8	8	1	5	5	5	1	10	10	10	1
150606	0	8	8	8	1	4	7	7	0.571428571428571	9	10	10	0.9	10	10	10	1	7	8	8	0.875	6	7	7	0.857142857142857
150634	0	13	14	14	0.928571428571429	10	10	10	1	5	5	5	1	6	6	6	1	8	9	9	0.888888888888889	11	13	13	0.846153846153846
150636	0	2	5	5	0.4	9	9	9	1	13	14	14	0.928571428571429	7	7	7	1	7	8	8	0.875	8	10	10	0.8
150640	0	10	10	10	1	14	14	14	1	9	12	12	0.75	14	15	15	0.933333333333333	10	13	13	0.769230769230769	11	13	13	0.846153846153846
150646	0	7	7	7	1	11	11	11	1	5	6	6	0.833333333333333	12	14	14	0.857142857142857	7	7	7	1	10	10	10	1
150651	0	13	13	13	1	11	12	12	0.916666666666667	12	12	12	1	10	11	11	0.909090909090909	11	11	11	1	10	10	10	1
150654	0	7	8	8	0.875	8	9	9	0.888888888888889	6	6	6	1	8	9	9	0.888888888888889	9	10	10	0.9	12	13	13	0.923076923076923
151544	0	5	5	5	1	8	9	9	0.888888888888889	9	11	11	0.818181818181818	8	8	8	1	9	11	11	0.818181818181818	9	9	9	1
151547	0	9	9	9	1	10	10	10	1	7	9	9	0.777777777777778	7	8	8	0.875	10	12	12	0.833333333333333	15	15	15	1
151548	0	10	10	10	1	10	10	10	1	11	13	13	0.846153846153846	11	11	11	1	15	15	15	1	15	15	15	1
151559	0	8	8	8	1	7	8	8	0.875	11	11	11	1	10	10	10	1	6	6	6	1	6	6	6	1
151569	0	5	5	5	1	13	14	14	0.928571428571429	13	13	13	1	10	13	13	0.769230769230769	10	12	12	0.833333333333333	7	7	7	1
151572	0	14	14	14	1	6	7	7	0.857142857142857	9	9	9	1	9	10	10	0.9	8	8	8	1	10	10	10	1
151585	0	9	10	10	0.9	10	11	11	0.909090909090909	11	11	11	1	8	8	8	1	9	12	12	0.75	9	10	10	0.9
151663	1	15	15	15	1	14	14	14	1	8	8	8	1	11	12	12	0.916666666666667	8	8	8	1	14	15	15	0.933333333333333
151669	0	11	11	11	1	4	7	7	0.571428571428571	13	13	13	1	9	10	10	0.9	8	9	9	0.888888888888889	10	10	10	1
151678	0	10	10	10	1	5	6	6	0.833333333333333	12	12	12	1	9	9	9	1	10	11	11	0.909090909090909	8	10	10	0.8
151936	1	11	14	14	0.785714285714286	7	9	9	0.777777777777778	7	8	8	0.875	4	8	8	0.5	5	6	6	0.833333333333333	9	9	9	1
151940	0	10	11	11	0.909090909090909	5	6	6	0.833333333333333	8	8	8	1	8	9	9	0.888888888888889	7	11	11	0.636363636363636	10	10	10	1
152250	0	11	12	12	0.916666666666667	6	6	6	1	12	14	14	0.857142857142857	7	8	8	0.875	12	12	12	1	8	8	8	1
152566	1	13	13	13	1	11	12	12	0.916666666666667	8	8	8	1	14	14	14	1	5	6	6	0.833333333333333	5	5	5	1
152722	1	9	9	9	1	10	10	10	1	8	8	8	1	7	7	7	1	9	10	10	0.9	11	11	11	1
152889	1	12	13	13	0.923076923076923	3	3	3	1	12	12	12	1	8	10	10	0.8	6	6	6	1	10	10	10	1
153384	0	10	10	10	1	11	13	13	0.846153846153846	15	15	15	1	11	11	11	1	7	8	8	0.875	10	10	10	1
153756	0	3	4	4	0.75	8	8	8	1	7	11	11	0.636363636363636	11	11	11	1	11	12	12	0.916666666666667	10	11	11	0.909090909090909
154208	0	9	9	9	1	7	8	8	0.875	4	5	5	0.8	7	7	7	1	8	8	8	1	14	17	17	0.823529411764706
154211	0	8	8	8	1	8	8	8	1	12	14	14	0.857142857142857	7	7	7	1	8	9	9	0.888888888888889	5	5	5	1
154340	0	4	5	5	0.8	7	8	8	0.875	9	12	12	0.75	7	7	7	1	7	7	7	1	11	11	11	1
154831	0	6	6	6	1	8	9	9	0.888888888888889	7	9	9	0.777777777777778	10	11	11	0.909090909090909	3	6	6	0.5	15	15	15	1
155001	0	6	8	8	0.75	7	7	7	1	9	10	10	0.9	13	13	13	1	12	13	13	0.923076923076923	11	11	11	1
155102	0	11	12	12	0.916666666666667	3	3	3	1	7	7	7	1	13	14	14	0.928571428571429	12	12	12	1	6	6	6	1
155126	0	9	9	9	1	9	9	9	1	8	8	8	1	8	9	9	0.888888888888889	8	9	9	0.888888888888889	8	8	8	1
155732	0	8	9	9	0.888888888888889	8	8	8	1	13	13	13	1	13	13	13	1	12	13	13	0.923076923076923	5	6	6	0.833333333333333
155807	0	13	13	13	1	6	7	7	0.857142857142857	11	13	13	0.846153846153846	8	10	10	0.8	10	12	12	0.833333333333333	5	6	6	0.833333333333333
155912	0	8	8	8	1	3	4	4	0.75	13	15	15	0.866666666666667	11	11	11	1	9	11	11	0.818181818181818	10	13	13	0.769230769230769
156233	0	5	5	5	1	20	21	21	0.952380952380952	5	6	6	0.833333333333333	12	12	12	1	5	6	6	0.833333333333333	5	5	5	1
156565	0	10	11	11	0.909090909090909	13	14	14	0.928571428571429	6	11	11	0.545454545454545	7	7	7	1	7	8	8	0.875	7	7	7	1
156578	0	13	13	13	1	14	14	14	1	10	11	11	0.909090909090909	19	20	20	0.95	13	13	13	1	5	6	6	0.833333333333333
156596	0	11	11	11	1	3	5	5	0.6	10	13	13	0.769230769230769	10	10	10	1	12	12	12	1	6	8	8	0.75
156785	0	7	9	9	0.777777777777778	7	7	7	1	10	10	10	1	9	9	9	1	7	7	7	1	9	11	11	0.818181818181818
157147	0	15	15	15	1	7	9	9	0.777777777777778	8	8	8	1	8	8	8	1	12	15	15	0.8	6	8	8	0.75
157148	0	11	12	12	0.916666666666667	10	11	11	0.909090909090909	11	13	13	0.846153846153846	13	13	13	1	9	10	10	0.9	8	11	11	0.727272727272727
157152	0	5	7	7	0.714285714285714	6	6	6	1	5	8	8	0.625	14	14	14	1	5	7	7	0.714285714285714	9	9	9	1
157179	0	9	9	9	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667	9	10	10	0.9	9	10	10	0.9	11	11	11	1
157497	0	10	10	10	1	8	8	8	1	8	9	9	0.888888888888889	3	3	3	1	14	14	14	1	6	7	7	0.857142857142857
157552	0	6	6	6	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	7	7	7	1	16	17	17	0.941176470588235	9	10	10	0.9
157777	0	14	15	15	0.933333333333333	9	9	9	1	4	5	5	0.8	7	7	7	1	6	6	6	1	9	9	9	1
158371	1	13	13	13	1	11	13	13	0.846153846153846	10	11	11	0.909090909090909	8	9	9	0.888888888888889	2	5	5	0.4	6	6	6	1
158402	0	9	9	9	1	9	9	9	1	7	9	9	0.777777777777778	10	10	10	1	7	9	9	0.777777777777778	11	11	11	1
158476	1	7	8	8	0.875	14	15	15	0.933333333333333	18	20	20	0.9	7	9	9	0.777777777777778	7	7	7	1	8	8	8	1
158771	1	8	9	9	0.888888888888889	11	11	11	1	8	10	10	0.8	7	7	7	1	12	13	13	0.923076923076923	9	11	11	0.818181818181818
158794	0	7	8	8	0.875	5	8	8	0.625	10	10	10	1	10	12	12	0.833333333333333	8	9	9	0.888888888888889	7	9	9	0.777777777777778
158803	0	13	13	13	1	9	10	10	0.9	9	10	10	0.9	12	12	12	1	10	10	10	1	9	9	9	1
159339	0	9	9	9	1	5	6	6	0.833333333333333	12	12	12	1	7	9	9	0.777777777777778	8	10	10	0.8	11	12	12	0.916666666666667
159659	0	13	13	13	1	13	14	14	0.928571428571429	12	14	14	0.857142857142857	13	13	13	1	13	13	13	1	8	9	9	0.888888888888889
160188	0	11	12	12	0.916666666666667	9	10	10	0.9	7	8	8	0.875	11	11	11	1	14	16	16	0.875	10	11	11	0.909090909090909
160499	1	9	10	10	0.9	10	11	11	0.909090909090909	8	8	8	1	8	8	8	1	6	7	7	0.857142857142857	7	7	7	1
160802	0	11	11	11	1	8	8	8	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	7	9	9	0.777777777777778	7	7	7	1
160855	0	9	9	9	1	8	8	8	1	12	12	12	1	9	10	10	0.9	12	13	13	0.923076923076923	8	8	8	1
160866	1	9	9	9	1	10	11	11	0.909090909090909	9	10	10	0.9	12	12	12	1	12	13	13	0.923076923076923	13	13	13	1
160882	1	8	10	10	0.8	5	5	5	1	5	5	5	1	10	12	12	0.833333333333333	7	8	8	0.875	12	12	12	1
160883	1	10	12	12	0.833333333333333	11	11	11	1	6	9	9	0.666666666666667	8	8	8	1	12	12	12	1	9	11	11	0.818181818181818
160889	1	5	6	6	0.833333333333333	12	13	13	0.923076923076923	12	13	13	0.923076923076923	8	8	8	1	5	5	5	1	10	10	10	1
160900	0	4	5	5	0.8	8	8	8	1	6	8	8	0.75	4	4	4	1	7	7	7	1	6	7	7	0.857142857142857
160902	1	8	9	9	0.888888888888889	23	25	25	0.92	8	9	9	0.888888888888889	8	8	8	1	7	8	8	0.875	7	9	9	0.777777777777778
160972	0	7	10	10	0.7	6	6	6	1	12	12	12	1	9	10	10	0.9	5	5	5	1	12	12	12	1
161049	1	6	6	6	1	14	16	16	0.875	6	6	6	1	6	6	6	1	7	8	8	0.875	5	5	5	1
161391	0	11	11	11	1	11	12	12	0.916666666666667	9	10	10	0.9	12	12	12	1	6	6	6	1	5	5	5	1
161449	1	5	5	5	1	6	6	6	1	12	12	12	1	12	13	13	0.923076923076923	12	12	12	1	8	9	9	0.888888888888889
161461	1	10	11	11	0.909090909090909	11	11	11	1	10	10	10	1	9	9	9	1	11	12	12	0.916666666666667	8	10	10	0.8
161481	0	8	8	8	1	10	10	10	1	6	7	7	0.857142857142857	11	11	11	1	13	13	13	1	4	4	4	1
161492	1	5	7	7	0.714285714285714	9	10	10	0.9	5	6	6	0.833333333333333	6	6	6	1	4	4	4	1	11	13	13	0.846153846153846
161526	0	14	15	15	0.933333333333333	12	13	13	0.923076923076923	15	15	15	1	9	10	10	0.9	7	10	10	0.7	12	12	12	1
161531	1	11	11	11	1	5	5	5	1	6	8	8	0.75	8	8	8	1	12	14	14	0.857142857142857	9	10	10	0.9
161557	0	7	8	8	0.875	5	5	5	1	10	10	10	1	9	10	10	0.9	12	13	13	0.923076923076923	9	11	11	0.818181818181818
161564	0	8	9	9	0.888888888888889	5	7	7	0.714285714285714	9	10	10	0.9	10	12	12	0.833333333333333	8	10	10	0.8	8	8	8	1
161580	1	13	13	13	1	10	10	10	1	10	10	10	1	9	9	9	1	10	12	12	0.833333333333333	7	8	8	0.875
161604	1	10	10	10	1	11	11	11	1	11	11	11	1	8	8	8	1	11	11	11	1	10	11	11	0.909090909090909
162104	1	16	16	16	1	16	16	16	1	8	8	8	1	8	9	9	0.888888888888889	16	16	16	1	9	9	9	1
162293	1	11	12	12	0.916666666666667	11	11	11	1	9	9	9	1	11	11	11	1	8	8	8	1	12	12	12	1
162361	1	13	13	13	1	10	10	10	1	11	11	11	1	11	11	11	1	10	10	10	1	9	9	9	1
162665	1	8	8	8	1	8	8	8	1	9	9	9	1	8	9	9	0.888888888888889	8	8	8	1	8	9	9	0.888888888888889
162671	1	10	10	10	1	11	11	11	1	10	10	10	1	13	13	13	1	15	16	16	0.9375	15	15	15	1
162684	0	13	13	13	1	9	9	9	1	14	15	15	0.933333333333333	9	9	9	1	5	5	5	1	17	18	18	0.944444444444444
162954	0	8	8	8	1	5	5	5	1	10	10	10	1	12	12	12	1	12	12	12	1	9	10	10	0.9
162956	0	13	13	13	1	8	9	9	0.888888888888889	10	11	11	0.909090909090909	5	5	5	1	12	12	12	1	5	6	6	0.833333333333333
163006	1	10	10	10	1	7	7	7	1	11	11	11	1	8	8	8	1	6	7	7	0.857142857142857	11	11	11	1
163101	1	13	13	13	1	8	8	8	1	12	12	12	1	9	10	10	0.9	7	8	8	0.875	9	9	9	1
163291	1	8	8	8	1	9	9	9	1	8	10	10	0.8	6	6	6	1	14	14	14	1	10	11	11	0.909090909090909
163308	1	11	11	11	1	6	6	6	1	9	9	9	1	12	14	14	0.857142857142857	5	6	6	0.833333333333333	9	9	9	1
163477	0	18	19	19	0.947368421052632	7	7	7	1	12	12	12	1	5	5	5	1	10	11	11	0.909090909090909	8	10	10	0.8
163513	0	7	8	8	0.875	9	9	9	1	7	8	8	0.875	3	3	3	1	8	9	9	0.888888888888889	12	12	12	1
163995	0	11	11	11	1	6	6	6	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	4	4	4	1	7	7	7	1
164016	1	5	5	5	1	13	13	13	1	6	7	7	0.857142857142857	7	7	7	1	8	10	10	0.8	4	4	4	1
164023	1	9	9	9	1	13	13	13	1	9	9	9	1	6	6	6	1	13	15	15	0.866666666666667	12	13	13	0.923076923076923
164033	1	13	13	13	1	5	5	5	1	11	12	12	0.916666666666667	9	10	10	0.9	9	10	10	0.9	11	11	11	1
164037	0	9	9	9	1	9	9	9	1	11	11	11	1	10	11	11	0.909090909090909	5	5	5	1	11	12	12	0.916666666666667
164214	1	12	13	13	0.923076923076923	15	16	16	0.9375	15	15	15	1	14	15	15	0.933333333333333	16	16	16	1	15	16	16	0.9375
164219	0	13	13	13	1	11	12	12	0.916666666666667	6	6	6	1	10	11	11	0.909090909090909	7	7	7	1	9	9	9	1
164238	1	12	12	12	1	14	15	15	0.933333333333333	11	13	13	0.846153846153846	12	13	13	0.923076923076923	5	6	6	0.833333333333333	12	13	13	0.923076923076923
164244	0	11	12	12	0.916666666666667	12	12	12	1	7	8	8	0.875	10	12	12	0.833333333333333	14	15	15	0.933333333333333	10	12	12	0.833333333333333
164253	1	13	13	13	1	8	9	9	0.888888888888889	11	11	11	1	13	13	13	1	5	7	7	0.714285714285714	7	8	8	0.875
164278	0	10	13	13	0.769230769230769	10	10	10	1	8	9	9	0.888888888888889	5	5	5	1	12	13	13	0.923076923076923	8	8	8	1
164295	1	12	12	12	1	4	5	5	0.8	15	15	15	1	9	9	9	1	7	9	9	0.777777777777778	12	13	13	0.923076923076923
164751	0	13	14	14	0.928571428571429	8	9	9	0.888888888888889	13	13	13	1	9	11	11	0.818181818181818	15	17	17	0.882352941176471	12	16	16	0.75
165168	0	11	11	11	1	7	8	8	0.875	6	6	6	1	10	12	12	0.833333333333333	12	13	13	0.923076923076923	9	9	9	1
165479	0	10	13	13	0.769230769230769	8	9	9	0.888888888888889	9	9	9	1	9	10	10	0.9	7	7	7	1	4	4	4	1
165778	1	8	8	8	1	13	13	13	1	7	7	7	1	8	8	8	1	14	14	14	1	8	8	8	1
165875	0	11	11	11	1	10	11	11	0.909090909090909	7	11	11	0.636363636363636	7	7	7	1	6	6	6	1	10	12	12	0.833333333333333
166502	1	13	13	13	1	6	6	6	1	8	8	8	1	9	9	9	1	10	10	10	1	7	7	7	1
166798	0	7	7	7	1	4	5	5	0.8	9	10	10	0.9	8	9	9	0.888888888888889	10	11	11	0.909090909090909	10	11	11	0.909090909090909
167407	0	6	7	7	0.857142857142857	9	9	9	1	12	14	14	0.857142857142857	13	13	13	1	13	15	15	0.866666666666667	7	8	8	0.875
167536	0	8	8	8	1	13	15	15	0.866666666666667	6	6	6	1	9	10	10	0.9	9	9	9	1	6	6	6	1
167806	0	8	9	9	0.888888888888889	8	8	8	1	12	12	12	1	13	13	13	1	11	12	12	0.916666666666667	14	14	14	1
168600	0	9	9	9	1	12	13	13	0.923076923076923	11	12	12	0.916666666666667	14	15	15	0.933333333333333	10	10	10	1	12	12	12	1
168829	1	10	13	13	0.769230769230769	7	7	7	1	12	12	12	1	9	10	10	0.9	8	8	8	1	8	12	12	0.666666666666667
169102	0	11	11	11	1	4	4	4	1	12	12	12	1	11	12	12	0.916666666666667	4	4	4	1	11	12	12	0.916666666666667
169104	0	8	8	8	1	8	10	10	0.8	12	13	13	0.923076923076923	15	16	16	0.9375	8	9	9	0.888888888888889	8	8	8	1
169283	1	14	16	16	0.875	6	6	6	1	7	8	8	0.875	6	6	6	1	11	12	12	0.916666666666667	3	6	6	0.5
169798	1	8	11	11	0.727272727272727	5	7	7	0.714285714285714	14	15	15	0.933333333333333	4	5	5	0.8	7	9	9	0.777777777777778	4	5	5	0.8
169806	1	10	10	10	1	7	9	9	0.777777777777778	10	12	12	0.833333333333333	8	8	8	1	11	11	11	1	6	9	9	0.666666666666667
169808	1	12	13	13	0.923076923076923	7	7	7	1	10	12	12	0.833333333333333	9	10	10	0.9	12	13	13	0.923076923076923	13	14	14	0.928571428571429
169809	1	11	12	12	0.916666666666667	9	9	9	1	7	8	8	0.875	9	9	9	1	15	15	15	1	17	18	18	0.944444444444444
169856	0	12	15	15	0.8	11	12	12	0.916666666666667	10	11	11	0.909090909090909	5	6	6	0.833333333333333	11	11	11	1	6	6	6	1
170688	0	10	11	11	0.909090909090909	6	7	7	0.857142857142857	6	10	10	0.6	7	7	7	1	13	15	15	0.866666666666667	6	10	10	0.6
170851	1	11	13	13	0.846153846153846	7	7	7	1	10	12	12	0.833333333333333	12	12	12	1	10	11	11	0.909090909090909	15	15	15	1
170928	1	14	16	16	0.875	9	12	12	0.75	12	17	17	0.705882352941177	8	8	8	1	4	5	5	0.8	11	13	13	0.846153846153846
170933	1	12	13	13	0.923076923076923	6	11	11	0.545454545454545	8	10	10	0.8	9	10	10	0.9	9	10	10	0.9	1	3	3	0.333333333333333
170987	0	10	11	11	0.909090909090909	12	12	12	1	7	8	8	0.875	7	7	7	1	12	13	13	0.923076923076923	11	12	12	0.916666666666667
170994	1	6	7	7	0.857142857142857	8	8	8	1	11	13	13	0.846153846153846	9	9	9	1	7	8	8	0.875	9	10	10	0.9
171007	0	6	6	6	1	7	7	7	1	11	11	11	1	8	8	8	1	5	5	5	1	11	11	11	1
171010	1	9	9	9	1	6	8	8	0.75	10	10	10	1	15	15	15	1	14	14	14	1	13	14	14	0.928571428571429
171022	0	8	9	9	0.888888888888889	6	8	8	0.75	10	11	11	0.909090909090909	7	8	8	0.875	11	11	11	1	9	10	10	0.9
171616	1	9	9	9	1	13	13	13	1	5	6	6	0.833333333333333	7	7	7	1	10	10	10	1	9	9	9	1
172280	0	6	6	6	1	8	9	9	0.888888888888889	6	6	6	1	11	14	14	0.785714285714286	12	12	12	1	13	14	14	0.928571428571429
172720	0	12	12	12	1	6	8	8	0.75	10	11	11	0.909090909090909	13	14	14	0.928571428571429	8	9	9	0.888888888888889	8	8	8	1
173393	0	11	11	11	1	8	8	8	1	11	13	13	0.846153846153846	10	10	10	1	8	10	10	0.8	10	13	13	0.769230769230769
173469	1	7	7	7	1	7	8	8	0.875	12	13	13	0.923076923076923	7	9	9	0.777777777777778	9	10	10	0.9	11	12	12	0.916666666666667
173669	1	7	9	9	0.777777777777778	11	12	12	0.916666666666667	8	11	11	0.727272727272727	8	10	10	0.8	10	11	11	0.909090909090909	14	14	14	1
173980	0	10	10	10	1	9	9	9	1	10	10	10	1	9	10	10	0.9	15	16	16	0.9375	10	11	11	0.909090909090909
173995	0	9	9	9	1	12	13	13	0.923076923076923	7	7	7	1	12	13	13	0.923076923076923	8	9	9	0.888888888888889	9	10	10	0.9
174360	1	9	9	9	1	14	14	14	1	2	2	2	1	9	11	11	0.818181818181818	11	11	11	1	8	8	8	1
175016	1	11	11	11	1	13	13	13	1	7	7	7	1	7	11	11	0.636363636363636	7	8	8	0.875	9	9	9	1
175127	1	11	11	11	1	8	9	9	0.888888888888889	8	8	8	1	8	9	9	0.888888888888889	7	7	7	1	12	12	12	1
175166	0	8	8	8	1	12	13	13	0.923076923076923	9	9	9	1	13	14	14	0.928571428571429	12	12	12	1	15	16	16	0.9375
175612	0	8	8	8	1	9	9	9	1	10	11	11	0.909090909090909	11	12	12	0.916666666666667	7	9	9	0.777777777777778	5	6	6	0.833333333333333
175876	1	8	8	8	1	9	9	9	1	10	10	10	1	6	7	7	0.857142857142857	9	9	9	1	11	11	11	1
176269	1	8	8	8	1	14	14	14	1	10	10	10	1	11	12	12	0.916666666666667	9	9	9	1	5	6	6	0.833333333333333
176290	0	8	11	11	0.727272727272727	8	9	9	0.888888888888889	7	8	8	0.875	11	12	12	0.916666666666667	7	8	8	0.875	11	14	14	0.785714285714286
176388	0	7	7	7	1	16	16	16	1	6	6	6	1	8	10	10	0.8	3	5	5	0.6	10	10	10	1
176634	1	13	14	14	0.928571428571429	9	9	9	1	6	6	6	1	13	14	14	0.928571428571429	15	16	16	0.9375	2	2	2	1
177611	1	9	10	10	0.9	11	12	12	0.916666666666667	6	6	6	1	10	10	10	1	4	5	5	0.8	12	13	13	0.923076923076923
177618	0	14	14	14	1	11	13	13	0.846153846153846	10	10	10	1	8	8	8	1	9	10	10	0.9	10	11	11	0.909090909090909
177686	0	10	10	10	1	11	12	12	0.916666666666667	7	8	8	0.875	11	11	11	1	5	5	5	1	6	8	8	0.75
177715	0	6	6	6	1	9	9	9	1	9	11	11	0.818181818181818	13	14	14	0.928571428571429	6	7	7	0.857142857142857	11	12	12	0.916666666666667
177733	1	12	12	12	1	14	14	14	1	12	13	13	0.923076923076923	9	9	9	1	7	8	8	0.875	6	6	6	1
177760	0	10	10	10	1	6	6	6	1	13	15	15	0.866666666666667	10	10	10	1	7	8	8	0.875	13	15	15	0.866666666666667
177765	1	10	10	10	1	12	13	13	0.923076923076923	6	6	6	1	11	14	14	0.785714285714286	5	8	8	0.625	5	7	7	0.714285714285714
178051	1	11	12	12	0.916666666666667	10	10	10	1	11	11	11	1	14	15	15	0.933333333333333	7	7	7	1	10	10	10	1
178070	0	11	12	12	0.916666666666667	3	5	5	0.6	7	8	8	0.875	7	9	9	0.777777777777778	10	11	11	0.909090909090909	10	10	10	1
178081	1	10	11	11	0.909090909090909	4	4	4	1	11	12	12	0.916666666666667	8	8	8	1	9	10	10	0.9	9	9	9	1
178082	1	7	8	8	0.875	11	11	11	1	2	3	3	0.666666666666667	15	15	15	1	9	9	9	1	8	8	8	1
178502	0	7	8	8	0.875	11	11	11	1	11	14	14	0.785714285714286	6	7	7	0.857142857142857	12	12	12	1	7	7	7	1
178961	0	8	9	9	0.888888888888889	14	17	17	0.823529411764706	6	6	6	1	6	7	7	0.857142857142857	15	16	16	0.9375	10	10	10	1
179226	1	6	8	8	0.75	9	12	12	0.75	5	8	8	0.625	6	7	7	0.857142857142857	8	10	10	0.8	12	13	13	0.923076923076923
179407	1	6	7	7	0.857142857142857	7	8	8	0.875	11	12	12	0.916666666666667	10	12	12	0.833333333333333	8	11	11	0.727272727272727	4	4	4	1
179657	0	10	10	10	1	7	11	11	0.636363636363636	6	6	6	1	9	9	9	1	7	8	8	0.875	7	7	7	1
180888	1	12	12	12	1	12	12	12	1	11	11	11	1	11	13	13	0.846153846153846	7	7	7	1	8	9	9	0.888888888888889
180890	0	8	9	9	0.888888888888889	7	7	7	1	8	8	8	1	8	9	9	0.888888888888889	10	11	11	0.909090909090909	5	5	5	1
181017	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	12	12	12	1	9	9	9	1	14	15	15	0.933333333333333	12	12	12	1
181018	0	10	11	11	0.909090909090909	13	14	14	0.928571428571429	8	10	10	0.8	13	14	14	0.928571428571429	6	8	8	0.75	7	7	7	1
181040	1	18	21	21	0.857142857142857	6	10	10	0.6	7	8	8	0.875	6	6	6	1	6	6	6	1	10	12	12	0.833333333333333
181042	1	7	7	7	1	9	10	10	0.9	7	9	9	0.777777777777778	10	10	10	1	14	14	14	1	12	13	13	0.923076923076923
181416	0	11	11	11	1	9	9	9	1	11	11	11	1	7	7	7	1	6	8	8	0.75	7	8	8	0.875
181540	0	5	5	5	1	8	10	10	0.8	12	12	12	1	14	14	14	1	4	4	4	1	12	12	12	1
181955	1	12	12	12	1	11	11	11	1	14	14	14	1	9	9	9	1	9	10	10	0.9	6	7	7	0.857142857142857
181957	1	20	20	20	1	8	8	8	1	17	17	17	1	10	10	10	1	9	10	10	0.9	8	8	8	1
181977	0	5	6	6	0.833333333333333	7	7	7	1	8	10	10	0.8	7	7	7	1	5	6	6	0.833333333333333	12	12	12	1
181989	1	12	12	12	1	8	8	8	1	6	6	6	1	7	7	7	1	14	15	15	0.933333333333333	8	10	10	0.8
181998	1	11	11	11	1	9	9	9	1	16	16	16	1	2	3	3	0.666666666666667	7	8	8	0.875	7	7	7	1
182126	0	8	10	10	0.8	6	8	8	0.75	9	11	11	0.818181818181818	14	16	16	0.875	9	11	11	0.818181818181818	14	14	14	1
182131	0	13	13	13	1	6	7	7	0.857142857142857	15	15	15	1	6	6	6	1	10	14	14	0.714285714285714	9	10	10	0.9
182149	1	6	8	8	0.75	11	13	13	0.846153846153846	7	9	9	0.777777777777778	13	15	15	0.866666666666667	9	10	10	0.9	5	5	5	1
182157	0	9	9	9	1	11	12	12	0.916666666666667	7	8	8	0.875	10	10	10	1	7	8	8	0.875	12	12	12	1
182484	1	12	14	14	0.857142857142857	4	7	7	0.571428571428571	7	9	9	0.777777777777778	5	5	5	1	5	6	6	0.833333333333333	8	8	8	1
182622	1	14	15	15	0.933333333333333	11	11	11	1	6	7	7	0.857142857142857	10	11	11	0.909090909090909	9	9	9	1	13	13	13	1
