V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26
249693	0	17	17	17	1	4	5	5	0.8	8	11	11	0.727272727272727	6	6	6	1	16	16	16	1	9	9	9	1
249733	0	6	6	6	1	11	14	14	0.785714285714286	13	14	14	0.928571428571429	9	9	9	1	10	10	10	1	13	14	14	0.928571428571429
250260	0	8	8	8	1	9	9	9	1	8	8	8	1	8	9	9	0.888888888888889	9	9	9	1	4	4	4	1
250451	0	9	9	9	1	8	8	8	1	7	7	7	1	15	16	16	0.9375	9	11	11	0.818181818181818	6	6	6	1
250453	0	12	12	12	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889	8	8	8	1	7	7	7	1	10	11	11	0.909090909090909
250466	0	11	12	12	0.916666666666667	10	11	11	0.909090909090909	7	8	8	0.875	12	12	12	1	6	6	6	1	7	7	7	1
250470	1	10	10	10	1	12	13	13	0.923076923076923	5	7	7	0.714285714285714	10	11	11	0.909090909090909	12	12	12	1	9	10	10	0.9
250515	1	10	12	12	0.833333333333333	8	8	8	1	8	8	8	1	5	5	5	1	7	8	8	0.875	6	6	6	1
250957	0	12	12	12	1	14	14	14	1	14	14	14	1	12	12	12	1	6	8	8	0.75	10	11	11	0.909090909090909
250971	1	15	18	18	0.833333333333333	7	10	10	0.7	13	13	13	1	10	10	10	1	7	7	7	1	10	11	11	0.909090909090909
250973	1	9	11	11	0.818181818181818	8	8	8	1	10	11	11	0.909090909090909	4	4	4	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889
251310	0	10	10	10	1	6	7	7	0.857142857142857	13	13	13	1	11	11	11	1	5	5	5	1	12	13	13	0.923076923076923
251333	1	12	14	14	0.857142857142857	6	8	8	0.75	18	20	20	0.9	6	8	8	0.75	10	10	10	1	12	13	13	0.923076923076923
251336	1	11	13	13	0.846153846153846	3	6	6	0.5	15	17	17	0.882352941176471	10	12	12	0.833333333333333	14	19	19	0.736842105263158	16	17	17	0.941176470588235
251400	0	15	15	15	1	8	10	10	0.8	10	11	11	0.909090909090909	10	10	10	1	11	11	11	1	11	12	12	0.916666666666667
251628	1	14	14	14	1	7	7	7	1	9	10	10	0.9	10	11	11	0.909090909090909	8	8	8	1	12	12	12	1
251631	0	13	15	15	0.866666666666667	11	12	12	0.916666666666667	8	9	9	0.888888888888889	16	16	16	1	6	6	6	1	8	10	10	0.8
251660	1	6	8	8	0.75	9	9	9	1	9	9	9	1	12	12	12	1	17	18	18	0.944444444444444	13	13	13	1
251673	0	10	11	11	0.909090909090909	10	10	10	1	9	9	9	1	9	10	10	0.9	10	11	11	0.909090909090909	11	12	12	0.916666666666667
251682	0	2	2	2	1	14	14	14	1	10	11	11	0.909090909090909	10	10	10	1	11	12	12	0.916666666666667	10	10	10	1
251699	0	6	7	7	0.857142857142857	11	12	12	0.916666666666667	8	11	11	0.727272727272727	13	14	14	0.928571428571429	16	16	16	1	9	10	10	0.9
251708	1	14	15	15	0.933333333333333	7	7	7	1	9	9	9	1	7	8	8	0.875	4	5	5	0.8	9	9	9	1
251717	0	7	7	7	1	6	7	7	0.857142857142857	5	6	6	0.833333333333333	6	7	7	0.857142857142857	9	10	10	0.9	10	10	10	1
251768	1	9	9	9	1	9	10	10	0.9	9	9	9	1	8	8	8	1	10	10	10	1	6	6	6	1
251775	0	9	11	11	0.818181818181818	11	13	13	0.846153846153846	8	8	8	1	6	7	7	0.857142857142857	7	8	8	0.875	6	8	8	0.75
251787	0	7	7	7	1	10	11	11	0.909090909090909	12	12	12	1	10	11	11	0.909090909090909	5	7	7	0.714285714285714	5	6	6	0.833333333333333
251823	1	9	9	9	1	9	9	9	1	7	7	7	1	14	14	14	1	9	12	12	0.75	10	11	11	0.909090909090909
251831	1	6	6	6	1	6	6	6	1	13	14	14	0.928571428571429	10	10	10	1	9	9	9	1	6	6	6	1
251842	1	8	8	8	1	7	7	7	1	10	10	10	1	12	12	12	1	13	13	13	1	6	7	7	0.857142857142857
251857	1	11	11	11	1	15	15	15	1	9	10	10	0.9	6	8	8	0.75	8	9	9	0.888888888888889	12	12	12	1
252055	0	6	7	7	0.857142857142857	14	15	15	0.933333333333333	8	8	8	1	12	13	13	0.923076923076923	12	13	13	0.923076923076923	11	11	11	1
252070	1	12	12	12	1	4	4	4	1	8	10	10	0.8	7	7	7	1	7	9	9	0.777777777777778	11	12	12	0.916666666666667
252745	1	10	13	13	0.769230769230769	14	15	15	0.933333333333333	6	8	8	0.75	8	8	8	1	6	6	6	1	8	8	8	1
253315	1	15	15	15	1	7	7	7	1	7	8	8	0.875	15	15	15	1	7	7	7	1	11	11	11	1
253373	1	9	10	10	0.9	8	8	8	1	15	16	16	0.9375	14	15	15	0.933333333333333	17	19	19	0.894736842105263	6	6	6	1
253474	0	6	7	7	0.857142857142857	10	10	10	1	7	7	7	1	8	11	11	0.727272727272727	11	11	11	1	16	16	16	1
253879	0	9	10	10	0.9	12	12	12	1	6	6	6	1	9	11	11	0.818181818181818	5	7	7	0.714285714285714	9	10	10	0.9
254094	0	6	7	7	0.857142857142857	8	8	8	1	8	9	9	0.888888888888889	7	7	7	1	9	9	9	1	6	7	7	0.857142857142857
254632	0	10	11	11	0.909090909090909	3	4	4	0.75	11	12	12	0.916666666666667	12	12	12	1	8	8	8	1	9	11	11	0.818181818181818
254952	1	10	10	10	1	10	10	10	1	9	9	9	1	11	14	14	0.785714285714286	8	8	8	1	10	12	12	0.833333333333333
255434	1	5	5	5	1	9	9	9	1	6	6	6	1	10	10	10	1	10	11	11	0.909090909090909	6	7	7	0.857142857142857
255751	0	11	11	11	1	10	10	10	1	6	6	6	1	9	10	10	0.9	9	10	10	0.9	6	7	7	0.857142857142857
256049	0	9	9	9	1	9	10	10	0.9	9	9	9	1	13	13	13	1	7	8	8	0.875	10	10	10	1
256236	0	9	10	10	0.9	7	9	9	0.777777777777778	8	9	9	0.888888888888889	5	5	5	1	10	12	12	0.833333333333333	8	9	9	0.888888888888889
256366	1	4	5	5	0.8	9	12	12	0.75	11	13	13	0.846153846153846	9	9	9	1	12	13	13	0.923076923076923	14	14	14	1
256369	0	8	9	9	0.888888888888889	7	7	7	1	19	20	20	0.95	9	9	9	1	6	8	8	0.75	9	11	11	0.818181818181818
256375	0	11	11	11	1	7	8	8	0.875	10	12	12	0.833333333333333	9	11	11	0.818181818181818	10	11	11	0.909090909090909	6	7	7	0.857142857142857
256571	1	10	11	11	0.909090909090909	8	8	8	1	10	10	10	1	7	7	7	1	11	11	11	1	12	12	12	1
257080	0	12	12	12	1	10	10	10	1	10	11	11	0.909090909090909	7	11	11	0.636363636363636	8	10	10	0.8	11	12	12	0.916666666666667
257255	0	9	10	10	0.9	11	11	11	1	4	5	5	0.8	7	7	7	1	9	10	10	0.9	11	12	12	0.916666666666667
257417	0	7	8	8	0.875	11	12	12	0.916666666666667	12	13	13	0.923076923076923	7	7	7	1	6	7	7	0.857142857142857	6	7	7	0.857142857142857
257451	0	9	9	9	1	8	8	8	1	7	7	7	1	11	12	12	0.916666666666667	8	9	9	0.888888888888889	10	11	11	0.909090909090909
257712	0	6	6	6	1	10	10	10	1	7	9	9	0.777777777777778	7	8	8	0.875	10	10	10	1	13	13	13	1
257938	1	9	9	9	1	9	9	9	1	12	12	12	1	8	10	10	0.8	9	9	9	1	14	15	15	0.933333333333333
258051	0	10	12	12	0.833333333333333	6	7	7	0.857142857142857	9	9	9	1	10	10	10	1	7	10	10	0.7	10	11	11	0.909090909090909
258287	0	10	11	11	0.909090909090909	5	6	6	0.833333333333333	13	13	13	1	12	12	12	1	9	9	9	1	9	10	10	0.9
258496	1	6	6	6	1	10	10	10	1	3	3	3	1	10	10	10	1	8	8	8	1	8	8	8	1
258500	0	7	7	7	1	4	5	5	0.8	5	7	7	0.714285714285714	9	9	9	1	10	13	13	0.769230769230769	11	11	11	1
258631	0	12	12	12	1	5	5	5	1	12	13	13	0.923076923076923	8	8	8	1	12	12	12	1	10	11	11	0.909090909090909
258719	1	10	12	12	0.833333333333333	18	22	22	0.818181818181818	7	8	8	0.875	9	11	11	0.818181818181818	5	6	6	0.833333333333333	14	14	14	1
258858	1	7	8	8	0.875	6	7	7	0.857142857142857	9	10	10	0.9	7	9	9	0.777777777777778	5	8	8	0.625	9	9	9	1
258860	0	3	5	5	0.6	7	7	7	1	6	8	8	0.75	6	7	7	0.857142857142857	10	10	10	1	7	7	7	1
259004	1	15	15	15	1	7	7	7	1	7	7	7	1	5	6	6	0.833333333333333	8	8	8	1	10	10	10	1
259241	1	14	14	14	1	11	11	11	1	7	7	7	1	9	9	9	1	10	11	11	0.909090909090909	8	8	8	1
259442	1	9	9	9	1	15	16	16	0.9375	8	9	9	0.888888888888889	15	16	16	0.9375	11	11	11	1	6	6	6	1
259451	0	4	4	4	1	8	8	8	1	6	6	6	1	5	6	6	0.833333333333333	13	15	15	0.866666666666667	6	7	7	0.857142857142857
259549	1	7	8	8	0.875	9	11	11	0.818181818181818	5	8	8	0.625	11	12	12	0.916666666666667	6	6	6	1	13	13	13	1
259554	0	9	9	9	1	9	11	11	0.818181818181818	6	7	7	0.857142857142857	9	9	9	1	10	10	10	1	9	9	9	1
259569	0	15	15	15	1	7	8	8	0.875	5	5	5	1	18	19	19	0.947368421052632	10	10	10	1	10	12	12	0.833333333333333
259599	0	6	14	14	0.428571428571429	8	16	16	0.5	3	6	6	0.5	9	12	12	0.75	9	18	18	0.5	4	13	13	0.307692307692308
259764	0	5	10	10	0.5	4	9	9	0.444444444444444	3	10	10	0.3	4	6	6	0.666666666666667	7	12	12	0.583333333333333	7	13	13	0.538461538461538
259808	0	0	8	8	0	5	14	14	0.357142857142857	0	8	8	0	2	9	9	0.222222222222222	2	10	10	0.2	2	5	5	0.4
260377	0	0	3	3	0	2	11	11	0.181818181818182	2	9	9	0.222222222222222	2	8	8	0.25	2	14	14	0.142857142857143	0	13	13	0
260397	0	1	8	8	0.125	1	6	6	0.166666666666667	1	15	15	0.0666666666666667	2	8	8	0.25	0	4	4	0	1	10	10	0.1
260398	0	2	4	4	0.5	1	12	12	0.0833333333333333	2	15	15	0.133333333333333	0	17	17	0	1	10	10	0.1	1	9	9	0.111111111111111
260416	0	2	13	13	0.153846153846154	3	9	9	0.333333333333333	1	14	14	0.0714285714285714	2	10	10	0.2	0	6	6	0	3	10	10	0.3
260420	0	3	10	10	0.3	4	7	7	0.571428571428571	1	6	6	0.166666666666667	7	11	11	0.636363636363636	5	7	7	0.714285714285714	3	5	5	0.6
260443	0	6	7	7	0.857142857142857	12	13	13	0.923076923076923	7	8	8	0.875	8	8	8	1	13	14	14	0.928571428571429	11	11	11	1
260451	0	7	9	9	0.777777777777778	10	10	10	1	11	12	12	0.916666666666667	8	8	8	1	7	7	7	1	20	23	23	0.869565217391304
260460	0	5	5	5	1	7	9	9	0.777777777777778	18	18	18	1	12	12	12	1	7	7	7	1	10	10	10	1
260463	1	7	7	7	1	10	11	11	0.909090909090909	13	13	13	1	11	11	11	1	7	8	8	0.875	6	6	6	1
260491	0	8	9	9	0.888888888888889	8	9	9	0.888888888888889	11	12	12	0.916666666666667	8	8	8	1	8	9	9	0.888888888888889	8	10	10	0.8
260669	0	11	12	12	0.916666666666667	12	13	13	0.923076923076923	7	8	8	0.875	13	14	14	0.928571428571429	10	10	10	1	11	11	11	1
261019	1	3	6	6	0.5	7	11	11	0.636363636363636	11	12	12	0.916666666666667	4	5	5	0.8	8	9	9	0.888888888888889	8	9	9	0.888888888888889
261388	1	8	8	8	1	5	7	7	0.714285714285714	9	9	9	1	8	10	10	0.8	5	7	7	0.714285714285714	8	8	8	1
261988	1	4	6	6	0.666666666666667	11	13	13	0.846153846153846	4	6	6	0.666666666666667	10	11	11	0.909090909090909	6	6	6	1	9	9	9	1
263366	1	13	13	13	1	8	9	9	0.888888888888889	8	9	9	0.888888888888889	7	7	7	1	10	11	11	0.909090909090909	7	9	9	0.777777777777778
263382	0	10	13	13	0.769230769230769	6	9	9	0.666666666666667	11	11	11	1	7	7	7	1	10	12	12	0.833333333333333	11	11	11	1
264179	0	9	9	9	1	13	13	13	1	15	15	15	1	10	10	10	1	8	9	9	0.888888888888889	6	7	7	0.857142857142857
264496	1	14	14	14	1	11	11	11	1	10	10	10	1	6	6	6	1	11	12	12	0.916666666666667	2	4	4	0.5
264656	0	4	4	4	1	8	9	9	0.888888888888889	5	5	5	1	9	9	9	1	13	15	15	0.866666666666667	11	12	12	0.916666666666667
264807	0	12	12	12	1	4	6	6	0.666666666666667	8	10	10	0.8	5	5	5	1	4	6	6	0.666666666666667	10	10	10	1
264893	1	10	10	10	1	11	11	11	1	15	15	15	1	11	11	11	1	4	4	4	1	16	17	17	0.941176470588235
264938	1	13	14	14	0.928571428571429	11	11	11	1	11	11	11	1	9	9	9	1	7	8	8	0.875	8	10	10	0.8
264945	1	7	7	7	1	10	10	10	1	6	6	6	1	5	6	6	0.833333333333333	8	9	9	0.888888888888889	14	15	15	0.933333333333333
264948	1	11	12	12	0.916666666666667	10	10	10	1	8	8	8	1	4	5	5	0.8	8	9	9	0.888888888888889	7	8	8	0.875
264961	1	8	8	8	1	10	11	11	0.909090909090909	12	12	12	1	12	12	12	1	8	11	11	0.727272727272727	6	6	6	1
264966	0	10	11	11	0.909090909090909	13	15	15	0.866666666666667	6	7	7	0.857142857142857	11	13	13	0.846153846153846	10	10	10	1	9	9	9	1
265088	1	9	9	9	1	9	10	10	0.9	8	9	9	0.888888888888889	9	11	11	0.818181818181818	14	14	14	1	12	12	12	1
265500	0	9	9	9	1	15	15	15	1	5	6	6	0.833333333333333	10	13	13	0.769230769230769	11	11	11	1	9	11	11	0.818181818181818
265524	0	13	13	13	1	10	10	10	1	5	5	5	1	7	7	7	1	6	6	6	1	13	13	13	1
265527	0	6	7	7	0.857142857142857	17	18	18	0.944444444444444	12	13	13	0.923076923076923	9	10	10	0.9	11	11	11	1	6	7	7	0.857142857142857
265532	1	13	14	14	0.928571428571429	8	8	8	1	10	10	10	1	8	9	9	0.888888888888889	7	9	9	0.777777777777778	12	12	12	1
265940	0	13	15	15	0.866666666666667	6	8	8	0.75	9	9	9	1	12	12	12	1	11	13	13	0.846153846153846	7	8	8	0.875
266237	0	7	7	7	1	11	11	11	1	7	8	8	0.875	15	15	15	1	7	9	9	0.777777777777778	15	17	17	0.882352941176471
266403	1	6	8	8	0.75	11	11	11	1	4	4	4	1	8	8	8	1	10	11	11	0.909090909090909	10	11	11	0.909090909090909
266476	0	4	5	5	0.8	10	10	10	1	8	8	8	1	7	7	7	1	11	11	11	1	17	18	18	0.944444444444444
267444	0	11	12	12	0.916666666666667	6	8	8	0.75	4	4	4	1	11	11	11	1	6	7	7	0.857142857142857	8	9	9	0.888888888888889
267534	0	8	10	10	0.8	14	14	14	1	10	11	11	0.909090909090909	3	3	3	1	7	7	7	1	8	8	8	1
267568	1	7	10	10	0.7	6	6	6	1	7	9	9	0.777777777777778	8	8	8	1	12	12	12	1	8	8	8	1
267572	1	8	9	9	0.888888888888889	10	12	12	0.833333333333333	10	12	12	0.833333333333333	9	9	9	1	14	14	14	1	14	16	16	0.875
267576	0	6	7	7	0.857142857142857	9	12	12	0.75	7	8	8	0.875	6	6	6	1	11	11	11	1	7	9	9	0.777777777777778
267612	0	8	10	10	0.8	8	8	8	1	9	9	9	1	8	9	9	0.888888888888889	5	5	5	1	7	7	7	1
267991	0	10	11	11	0.909090909090909	9	10	10	0.9	8	10	10	0.8	8	8	8	1	9	11	11	0.818181818181818	11	11	11	1
268129	0	14	16	16	0.875	6	6	6	1	8	8	8	1	8	8	8	1	6	7	7	0.857142857142857	11	12	12	0.916666666666667
268728	0	4	8	8	0.5	4	9	9	0.444444444444444	3	8	8	0.375	7	11	11	0.636363636363636	3	4	4	0.75	7	11	11	0.636363636363636
268793	0	0	8	8	0	1	10	10	0.1	0	10	10	0	1	7	7	0.142857142857143	1	9	9	0.111111111111111	2	10	10	0.2
268801	0	4	8	8	0.5	3	12	12	0.25	1	6	6	0.166666666666667	1	14	14	0.0714285714285714	1	8	8	0.125	3	13	13	0.230769230769231
268952	0	1	11	11	0.0909090909090909	1	9	9	0.111111111111111	1	5	5	0.2	0	5	5	0	1	13	13	0.0769230769230769	1	6	6	0.166666666666667
268960	0	1	13	13	0.0769230769230769	1	12	12	0.0833333333333333	2	9	9	0.222222222222222	1	6	6	0.166666666666667	4	16	16	0.25	0	8	8	0
269402	0	0	7	7	0	3	14	14	0.214285714285714	0	5	5	0	2	15	15	0.133333333333333	2	7	7	0.285714285714286	3	14	14	0.214285714285714
269427	0	5	12	12	0.416666666666667	10	16	16	0.625	5	9	9	0.555555555555556	1	2	2	0.5	10	13	13	0.769230769230769	5	10	10	0.5
270582	1	11	12	12	0.916666666666667	14	14	14	1	7	7	7	1	5	6	6	0.833333333333333	8	9	9	0.888888888888889	11	12	12	0.916666666666667
270674	0	9	10	10	0.9	11	11	11	1	11	11	11	1	5	5	5	1	9	10	10	0.9	12	13	13	0.923076923076923
271428	0	12	12	12	1	6	6	6	1	11	12	12	0.916666666666667	11	11	11	1	12	14	14	0.857142857142857	13	14	14	0.928571428571429
271868	0	11	11	11	1	7	8	8	0.875	16	16	16	1	10	10	10	1	10	11	11	0.909090909090909	7	9	9	0.777777777777778
272710	1	13	13	13	1	5	6	6	0.833333333333333	10	11	11	0.909090909090909	11	12	12	0.916666666666667	10	10	10	1	7	10	10	0.7
273174	1	9	11	11	0.818181818181818	7	8	8	0.875	6	7	7	0.857142857142857	10	10	10	1	10	11	11	0.909090909090909	8	9	9	0.888888888888889
273975	1	12	14	14	0.857142857142857	6	6	6	1	9	11	11	0.818181818181818	7	9	9	0.777777777777778	7	8	8	0.875	10	10	10	1
274139	1	9	10	10	0.9	14	16	16	0.875	8	8	8	1	11	11	11	1	9	9	9	1	11	11	11	1
274291	1	8	10	10	0.8	7	7	7	1	9	9	9	1	7	7	7	1	7	7	7	1	12	12	12	1
274599	1	7	8	8	0.875	4	6	6	0.666666666666667	10	12	12	0.833333333333333	16	17	17	0.941176470588235	8	9	9	0.888888888888889	8	8	8	1
275173	0	9	11	11	0.818181818181818	12	13	13	0.923076923076923	9	10	10	0.9	13	15	15	0.866666666666667	7	8	8	0.875	9	10	10	0.9
275572	1	7	8	8	0.875	8	12	12	0.666666666666667	10	11	11	0.909090909090909	10	12	12	0.833333333333333	9	10	10	0.9	13	13	13	1
275886	0	11	13	13	0.846153846153846	17	17	17	1	7	11	11	0.636363636363636	6	6	6	1	8	9	9	0.888888888888889	6	7	7	0.857142857142857
277069	1	8	9	9	0.888888888888889	4	4	4	1	6	7	7	0.857142857142857	6	7	7	0.857142857142857	6	6	6	1	11	11	11	1
277327	0	9	11	11	0.818181818181818	8	9	9	0.888888888888889	9	10	10	0.9	10	10	10	1	9	10	10	0.9	12	13	13	0.923076923076923
278948	0	12	12	12	1	11	11	11	1	9	10	10	0.9	6	6	6	1	13	14	14	0.928571428571429	11	12	12	0.916666666666667
278957	0	9	10	10	0.9	11	11	11	1	7	10	10	0.7	7	8	8	0.875	10	10	10	1	10	11	11	0.909090909090909
278967	1	9	9	9	1	13	13	13	1	10	10	10	1	7	7	7	1	10	10	10	1	6	6	6	1
278977	0	12	13	13	0.923076923076923	7	7	7	1	10	10	10	1	7	7	7	1	7	7	7	1	10	10	10	1
279041	0	10	11	11	0.909090909090909	9	9	9	1	11	11	11	1	12	12	12	1	14	16	16	0.875	11	12	12	0.916666666666667
279244	1	10	10	10	1	10	10	10	1	11	11	11	1	10	10	10	1	5	5	5	1	10	11	11	0.909090909090909
279263	1	9	10	10	0.9	9	9	9	1	11	11	11	1	10	12	12	0.833333333333333	8	9	9	0.888888888888889	8	11	11	0.727272727272727
279264	0	14	14	14	1	14	15	15	0.933333333333333	8	9	9	0.888888888888889	10	10	10	1	17	17	17	1	4	5	5	0.8
279290	0	13	13	13	1	10	10	10	1	6	6	6	1	10	10	10	1	7	7	7	1	10	10	10	1
279368	1	6	8	8	0.75	7	9	9	0.777777777777778	8	12	12	0.666666666666667	15	16	16	0.9375	8	8	8	1	11	11	11	1
279805	0	10	12	12	0.833333333333333	10	12	12	0.833333333333333	11	12	12	0.916666666666667	9	9	9	1	8	9	9	0.888888888888889	8	8	8	1
279822	1	10	11	11	0.909090909090909	15	15	15	1	9	9	9	1	7	7	7	1	6	7	7	0.857142857142857	8	9	9	0.888888888888889
279936	1	11	11	11	1	12	12	12	1	12	12	12	1	10	11	11	0.909090909090909	9	11	11	0.818181818181818	8	8	8	1
280612	0	14	14	14	1	11	11	11	1	8	10	10	0.8	8	11	11	0.727272727272727	7	8	8	0.875	8	8	8	1
280897	0	7	8	8	0.875	10	10	10	1	9	9	9	1	7	7	7	1	9	9	9	1	11	11	11	1
280917	0	4	4	4	1	11	11	11	1	3	6	6	0.5	5	6	6	0.833333333333333	10	12	12	0.833333333333333	11	12	12	0.916666666666667
280923	0	10	10	10	1	9	9	9	1	11	12	12	0.916666666666667	10	11	11	0.909090909090909	14	15	15	0.933333333333333	14	14	14	1
280927	0	9	12	12	0.75	11	11	11	1	7	10	10	0.7	11	11	11	1	7	7	7	1	9	11	11	0.818181818181818
280928	0	9	9	9	1	11	11	11	1	13	14	14	0.928571428571429	7	7	7	1	6	7	7	0.857142857142857	7	7	7	1
281401	0	10	10	10	1	8	8	8	1	9	9	9	1	4	4	4	1	11	11	11	1	11	11	11	1
281645	0	6	6	6	1	7	7	7	1	7	7	7	1	11	11	11	1	6	6	6	1	8	9	9	0.888888888888889
281940	0	10	11	11	0.909090909090909	17	17	17	1	11	12	12	0.916666666666667	10	10	10	1	11	11	11	1	6	6	6	1
282004	1	10	10	10	1	8	8	8	1	10	13	13	0.769230769230769	9	10	10	0.9	15	16	16	0.9375	5	5	5	1
282029	1	3	4	4	0.75	8	9	9	0.888888888888889	6	6	6	1	12	13	13	0.923076923076923	11	12	12	0.916666666666667	6	7	7	0.857142857142857
282047	1	11	13	13	0.846153846153846	10	10	10	1	9	12	12	0.75	8	10	10	0.8	8	8	8	1	11	12	12	0.916666666666667
282251	0	8	8	8	1	11	11	11	1	11	13	13	0.846153846153846	11	14	14	0.785714285714286	7	7	7	1	9	12	12	0.75
283082	1	12	13	13	0.923076923076923	10	12	12	0.833333333333333	8	10	10	0.8	14	14	14	1	13	15	15	0.866666666666667	9	9	9	1
283501	0	10	12	12	0.833333333333333	12	12	12	1	14	15	15	0.933333333333333	9	9	9	1	7	7	7	1	10	10	10	1
283746	0	7	7	7	1	6	6	6	1	11	11	11	1	13	14	14	0.928571428571429	10	13	13	0.769230769230769	10	11	11	0.909090909090909
284196	0	12	13	13	0.923076923076923	8	8	8	1	14	14	14	1	8	9	9	0.888888888888889	4	5	5	0.8	9	10	10	0.9
284399	1	12	13	13	0.923076923076923	3	3	3	1	10	10	10	1	8	9	9	0.888888888888889	15	15	15	1	9	10	10	0.9
284541	1	11	11	11	1	6	6	6	1	8	9	9	0.888888888888889	11	11	11	1	5	5	5	1	10	11	11	0.909090909090909
285209	0	6	6	6	1	17	17	17	1	10	12	12	0.833333333333333	6	6	6	1	4	6	6	0.666666666666667	11	11	11	1
285226	1	12	12	12	1	8	8	8	1	11	11	11	1	1	2	2	0.5	8	8	8	1	7	9	9	0.777777777777778
285780	1	10	10	10	1	14	15	15	0.933333333333333	8	9	9	0.888888888888889	12	12	12	1	8	8	8	1	10	11	11	0.909090909090909
285783	0	8	8	8	1	10	11	11	0.909090909090909	5	6	6	0.833333333333333	7	8	8	0.875	9	9	9	1	11	15	15	0.733333333333333
285869	1	16	17	17	0.941176470588235	13	13	13	1	10	10	10	1	7	8	8	0.875	8	9	9	0.888888888888889	7	7	7	1
285919	0	13	13	13	1	7	10	10	0.7	12	12	12	1	10	10	10	1	6	6	6	1	13	14	14	0.928571428571429
285954	1	7	8	8	0.875	8	12	12	0.666666666666667	7	9	9	0.777777777777778	8	9	9	0.888888888888889	10	10	10	1	10	11	11	0.909090909090909
285965	1	8	9	9	0.888888888888889	7	9	9	0.777777777777778	6	6	6	1	13	13	13	1	9	9	9	1	9	10	10	0.9
285976	1	10	10	10	1	9	10	10	0.9	5	5	5	1	9	9	9	1	10	10	10	1	9	9	9	1
285978	0	10	11	11	0.909090909090909	9	10	10	0.9	9	9	9	1	7	7	7	1	8	8	8	1	11	11	11	1
286217	1	4	6	6	0.666666666666667	8	8	8	1	9	9	9	1	8	10	10	0.8	13	14	14	0.928571428571429	8	10	10	0.8
286222	1	10	13	13	0.769230769230769	11	11	11	1	8	9	9	0.888888888888889	12	13	13	0.923076923076923	7	7	7	1	10	10	10	1
286224	1	11	12	12	0.916666666666667	14	16	16	0.875	5	5	5	1	6	6	6	1	7	7	7	1	8	8	8	1
286262	0	8	8	8	1	7	7	7	1	13	14	14	0.928571428571429	13	13	13	1	18	18	18	1	8	8	8	1
286265	1	6	6	6	1	10	10	10	1	3	3	3	1	3	4	4	0.75	12	12	12	1	11	13	13	0.846153846153846
286286	0	9	9	9	1	9	9	9	1	7	8	8	0.875	7	7	7	1	9	9	9	1	7	7	7	1
286313	1	5	5	5	1	5	5	5	1	11	11	11	1	8	9	9	0.888888888888889	10	13	13	0.769230769230769	12	13	13	0.923076923076923
286321	1	6	7	7	0.857142857142857	9	9	9	1	10	10	10	1	9	10	10	0.9	9	10	10	0.9	7	8	8	0.875
286349	1	9	9	9	1	12	13	13	0.923076923076923	7	7	7	1	12	13	13	0.923076923076923	14	14	14	1	4	5	5	0.8
286911	1	9	9	9	1	14	14	14	1	17	17	17	1	12	12	12	1	8	9	9	0.888888888888889	11	11	11	1
287130	1	6	7	7	0.857142857142857	12	12	12	1	9	9	9	1	14	14	14	1	11	11	11	1	8	9	9	0.888888888888889
287151	0	11	11	11	1	13	13	13	1	11	12	12	0.916666666666667	7	7	7	1	8	8	8	1	9	9	9	1
287215	1	9	10	10	0.9	9	10	10	0.9	10	10	10	1	12	12	12	1	9	10	10	0.9	10	10	10	1
287561	1	12	12	12	1	7	8	8	0.875	9	10	10	0.9	11	11	11	1	9	10	10	0.9	7	9	9	0.777777777777778
288215	1	13	13	13	1	18	18	18	1	11	11	11	1	8	10	10	0.8	7	10	10	0.7	8	9	9	0.888888888888889
288218	1	5	5	5	1	5	5	5	1	10	10	10	1	9	12	12	0.75	12	13	13	0.923076923076923	6	7	7	0.857142857142857
289144	1	8	8	8	1	15	15	15	1	6	6	6	1	13	14	14	0.928571428571429	8	9	9	0.888888888888889	9	9	9	1
289183	0	10	14	14	0.714285714285714	12	14	14	0.857142857142857	14	14	14	1	3	4	4	0.75	4	5	5	0.8	4	6	6	0.666666666666667
289206	0	13	13	13	1	7	8	8	0.875	9	11	11	0.818181818181818	9	9	9	1	17	18	18	0.944444444444444	11	11	11	1
289211	1	5	5	5	1	14	14	14	1	9	9	9	1	14	16	16	0.875	5	6	6	0.833333333333333	9	11	11	0.818181818181818
289394	1	8	8	8	1	6	6	6	1	8	9	9	0.888888888888889	11	11	11	1	6	8	8	0.75	8	8	8	1
289712	1	11	11	11	1	14	14	14	1	13	13	13	1	15	16	16	0.9375	8	9	9	0.888888888888889	7	8	8	0.875
289718	0	12	13	13	0.923076923076923	10	10	10	1	7	8	8	0.875	11	12	12	0.916666666666667	10	11	11	0.909090909090909	6	8	8	0.75
289738	0	11	11	11	1	9	9	9	1	14	15	15	0.933333333333333	9	11	11	0.818181818181818	8	8	8	1	8	8	8	1
289905	1	9	9	9	1	12	12	12	1	8	8	8	1	5	5	5	1	9	10	10	0.9	7	7	7	1
290178	0	8	8	8	1	5	6	6	0.833333333333333	6	6	6	1	7	9	9	0.777777777777778	15	16	16	0.9375	8	8	8	1
